key	EN	中文
QuestLoc_ParleyTime_Conversation_3_NPCStart_4	*cough cough* I'm sorry. Talking like that is murder on the throat. Do we have a deal?	*咳嗽*对不起。那样说话是对喉咙的谋杀。我们有交易吗？
QuestLoc_ParleyTime_Conversation_3_Team_1	Sure, but keep your Warshippers away from innocent Settlers.	当然，但请你的“战争崇拜者”远离无辜的人。
QuestLoc_ParleyTime_Conversation_3_Team_2	Absolutely. You are, after all, the most powerful Horseman.	好的。你，毕竟是，最强大的骑士。
QuestLoc_ParleyTime_Conversation_3_Team_3	Okay, but are you *really* War? We were expecting more intimidation.	好吧，但你真的是“战争”？我们还以为你有多吓人呢。
QuestLoc_ParleyTime_Conversation_3_Team_4	Yes, it's a deal. What else can you tell us about Death?	是的，这是一笔交易。关于“死亡”你还能告诉我们些什么？
QuestLoc_ParleyTime_QuestLongDescription	The Horseman, War, has invited us to discuss matters of common interest. His messenger told us the Warshippers would try to kill us, but it's worth the risk to find out what he wants! Also, we should be on the lookout for Weekly Exposition reporters, and use the codeword “eagle” after they talk about Nuka-Cola.	骑士“战争”，已经邀请我们讨论共同感兴趣的事情。他的信使告诉我们战争崇拜者会杀了我们，但值得冒这个风险！同时，我们应该留心每周博览会记者，在他们谈论核子可乐后使用暗号“鹰”。
QuestLoc_ParleyTime_QuestName	Parley Time	谈判时间
QuestLoc_ParleyTime_QuestObjective_1	Talk to War.	和“战争”交谈。
QuestLoc_ParleyTime_QuestShortDescription	Meet with War, who invited you to talk.	见“战争”，那个邀请你谈谈的人。
QuestLoc_ParleyTime_RaiderLine_1	Make War, not love!	制造战争，而不是爱！
QuestLoc_ParleyTime_RaiderLine_2	May War live forever!	愿“战争”永生！
QuestLoc_ParleyTime_RaiderLine_3	It's a good thing War never changes!	这是一件好事。“战争”从未改变！
QuestLoc_PartyCrasher_Conversation_1_NPCEnd_1	Mail? How 'bout you tell me what that is after we kill you?	邮箱？不然等我们杀了你之后你再慢慢和我讲？
QuestLoc_PartyCrasher_Conversation_1_NPCEnd_2	Huh? I don't -- Shut up! I'll have your head!	哈？我没有——闭嘴！我会要了你的命！
QuestLoc_PartyCrasher_Conversation_1_NPCEnd_3	We'll see about that!	我们等着瞧！
QuestLoc_PartyCrasher_Conversation_1_NPCStart_1	This party's invitation only! No squares allowed!	这个派对不欢迎书呆子！只有收到邀请的人才能参加！
QuestLoc_PartyCrasher_Conversation_1_Team_1	Invitation? Let's just say it got lost in the mail.	邀请？我想说我把邀请忘在了邮箱里。
QuestLoc_PartyCrasher_Conversation_1_Team_2	No squares? Then how'd you get invited?	不欢迎书呆子？那你怎么进来的？
QuestLoc_PartyCrasher_Conversation_1_Team_3	This party's dead, and so are you.	这个派对死定了，你们也是。
QuestLoc_PartyCrasher_QuestLongDescription	One of your Dwellers came aross an old cabin in the Wasteland. Sounds like somebody's having a party.	一位居民发现了一间小屋。听起来像是有人在开派对。
QuestLoc_PartyCrasher_QuestName	Party Crasher	不速之客
QuestLoc_PartyCrasher_QuestObjective_1	Explore the Cabin.	探索小屋。
QuestLoc_PartyCrasher_QuestShortDescription	You found an old cabin out in the Wasteland!	在废土发现了一间旧的小木屋。
QuestLoc_PaulasinaPickle_Conversation_1_NPCEnd_1	I think she mentioned visiting some Vault? Vault 333? That's a lot of threes...	我想她好像提到了拜访某个避难所？333号避难所？好多3啊……
QuestLoc_PaulasinaPickle_Conversation_1_NPCStart_1	Are you the rescue squad? I sure hope so!	你们是救援小队的吗？老天保佑你们是！
QuestLoc_PaulasinaPickle_Conversation_1_NPCStart_2	I'm Mandy Macintosh. The Feral Ghouls captured a bunch of us.	我叫曼迪麦金托什。狂尸鬼把我们其中一些人抓走了。
QuestLoc_PaulasinaPickle_Conversation_1_NPCStart_3	I think they were saving us all for a snack!	我想它们把我们当做点心。
QuestLoc_PaulasinaPickle_Conversation_1_NPCStart_4	One lady, Paula Plumbkin, managed to escape. She's my new hero!	一位女士，宝拉·普朗布金，成功逃脱了。她是我的英雄！
QuestLoc_PaulasinaPickle_Conversation_1_Team_1	Did Paula say where she was going?	宝拉有提到她去哪里了吗？
QuestLoc_PaulasinaPickle_QuestLongDescription	The Feral Ghouls from the old Nuka-Cola plant dragged Paula Plumbkin to an abandoned building. She needs rescuing!	旧核子可乐工厂里的狂尸鬼把宝拉拖到了一处废弃建筑里。得去救她。
QuestLoc_PaulasinaPickle_QuestName	Paula's in a Pickle!	宝拉被困！
QuestLoc_PaulasinaPickle_QuestObjective_1	Rescue Paula Plumbkin.	拯救宝拉·普朗布金。
QuestLoc_PaulasinaPickle_QuestShortDescription	Rescue Paula Plumbkin from the Feral Ghouls!	从狂尸鬼手里拯救宝拉·普朗布金！
QuestLoc_PerfectSpecimens_Answer01_NPC01	Only my pack and I, that I know of. Though there were more...	据我所知，只有我这个族群，曾经还有更多……
QuestLoc_PerfectSpecimens_Answer01_NPC02	Much the same as you, I presume! Come, let us be allies.	我猜和你们学会说话的方式差不多！让我们成为盟友吧。
QuestLoc_PerfectSpecimens_Answer01_NPC08	We would be glad to meet them! Please, go tell them of us. We would like more human friends.	我们很乐意见到他们！请把我们的事情告诉他们，我们想要结交更多人类朋友。
QuestLoc_PerfectSpecimens_Answer01_PC01	Woah, deathclaws can talk?	死爪会说话？
QuestLoc_PerfectSpecimens_Answer01_PC02	More? How did you learn?	还有更多？你们是怎么学会说话的？
QuestLoc_PerfectSpecimens_Answer01_PC03	You were experimented on?	有人在你们身上做实验吗？
QuestLoc_PerfectSpecimens_Answer01_PC04	What are you doing here	你们在这里做什么
QuestLoc_PerfectSpecimens_Answer01_PC05	I know someone who would love to meet you.	我认识一个人一定想见见你。
QuestLoc_PerfectSpecimens_Answer01_PC06	I'll tell them if I see them again. Farewell!	如果我再见到他们，我会告诉他们的。再见！
QuestLoc_PerfectSpecimens_Answer01_PC07	Huh, alright then. Well, see you around!	嗯，好吧。回头见！
QuestLoc_PerfectSpecimens_Answer01_PC08	No, you're too dangerous. You have to go.	不，你们太危险了，你们必须离开。
QuestLoc_PerfectSpecimens_Answer01_PC09	I don't think we can trust you.	我认为我们不能信任你们。
QuestLoc_PerfectSpecimens_Conversation_1_NPC1	We are aware we may seem threatening to you,	我们知道我们可能看起来有威胁，
QuestLoc_PerfectSpecimens_Conversation_1_NPC2	but we are quite unlike others you may have encountered.	但我们与你可能曾经遇到的其他死爪完全不同。
QuestLoc_PerfectSpecimens_QuestName	Perfect Specimens	完美样本
QuestLoc_PerfectSpecimens_QuestObjective	Talk to the vault dwellers	与避难所居民交谈
QuestLoc_PerfectSpecimens_QuestShortDescription	Talk to the inhabitants of the mysterious vault.	与神秘避难所的居民交谈。
QuestLoc_PestCaseScenario_QuestLongDescription	Mole rats have infested a Super-Duper Mart nearby. The location is a vital source of supplies for travelers. Kill the brood mother to make the location safe once again.	附近的大无敌超市鼹鼠已经泛滥成灾。这地方是给旅行者提供物资的重要地点。除掉鼹鼠妈妈，让这个地方回归正常。
QuestLoc_PestCaseScenario_QuestName	Pest-Case Scenario	害虫泛滥
QuestLoc_PestCaseScenario_QuestObjective_1	Kill the Mole rat brood mother.	杀死鼹鼠妈妈。
QuestLoc_PestCaseScenario_QuestShortDescription	Kill the Mole rat brood mother at the Super Duper Mart.	前往大无敌超市杀死鼹鼠妈妈。
QuestLoc_PestControl_Conversation_1_NPCStart_1	Time for a little pest control!	是时候采取点虫害防治措施了。
QuestLoc_PestControl_QuestLongDescription	Watch out! While exploring near a Red Rocket fuel station, one of your Wasteland explorers has stumbled across a nest of radroaches! Ewww!	小心！在红火箭服务站附近探索时，你的一位废土探险者撞上了一窝辐射蟑螂！呃……
QuestLoc_PestControl_QuestName	Pest Control	虫害防治
QuestLoc_PestControl_QuestObjective_1	Clear out the Radroach infestation.	治理辐射蟑螂灾害。
QuestLoc_PestControl_QuestShortDescription	There's a nest of nasty Radroaches at a Red Rocket Truck Stop.	在红火箭服务站有一窝恶心的辐射蟑螂。
QuestLoc_PetPeeve_Conversation_1_NPCEnd_1	I forgive you. The Raiders took your friends to the Nuka-Cola Factory.	我原谅你。掠夺者把你的朋友带去了核子可乐工厂。
QuestLoc_PetPeeve_Conversation_1_NPCEnd_2	They went to the Nuka-Cola Factory. Now leave me in peace!	他们去了核子可乐工厂。现在让我静静吧！
QuestLoc_PetPeeve_Conversation_1_NPCEnd_3	Don't hurt me! The Raiders took them to the Nuka-Cola Factory.	不要伤害我！掠夺者把他们带去了核子可乐工厂。
QuestLoc_PetPeeve_Conversation_1_NPCEnd_4	No, the Raiders took them to the Nuka-Cola Factory.	不在，掠夺者把他们带到了核子可乐工厂。
QuestLoc_PetPeeve_Conversation_1_NPCStart_1	First those Raiders kill my Radscorpion pets, now you've killed Glowy!	先是掠夺者们杀死了我的宠物蝎子，现在你又杀死了“绿绿”！
QuestLoc_PetPeeve_Conversation_1_NPCStart_2	Are you people coming here just to torment me?	你们这些人来这里就是为了折磨我的吗？
QuestLoc_PetPeeve_Conversation_1_Team_1	I apologize. I'm just trying to find Bottle & Cappy.	我向你道歉。我只是想找到瓶瓶和盖盖。
QuestLoc_PetPeeve_Conversation_1_Team_2	Just tell me where Bottle & Cappy went, you weirdo!	只要告诉我瓶瓶和盖盖去哪儿了，你这个怪咖！
QuestLoc_PetPeeve_Conversation_1_Team_3	If you don't tell me where Bottle & Cappy went, you'll join your “pets.”	如果你不告诉我瓶瓶和盖盖去哪里了，你将和你的“宠物”一个下场。
QuestLoc_PetPeeve_Conversation_1_Team_4	Were Bottle & Cappy here?	瓶瓶和盖盖在这里吗？
QuestLoc_PetPeeve_QuestLongDescription	I found out from the Ghouls living in the Poseidon Energy offices that Bottle & Cappy may have been taken to the RobCo Building. Looks like that's my next stop.	我从住在海神能源办公室的尸鬼那里得知，瓶瓶和盖盖可能被带到了罗伯科大楼。看来那里是我的下一站了。
QuestLoc_PetPeeve_QuestName	Pet Peeve	宠物的怨恨
QuestLoc_PetPeeve_QuestObjective_1	Search the RobCo Building for any sign of Bottle & Cappy.	搜索罗伯科大楼，寻找有关瓶瓶和盖盖的线索。
QuestLoc_PetPeeve_QuestShortDescription	Pursue Bottle & Cappy's kidnappers.	追踪瓶瓶和盖盖的绑匪。
QuestLoc_PickedOffatSecond_Conversation_1_NPCStart_1	Is that... Ugh. It's just a ripped Matt “The Missile” Murtagh Jersey.	那是……呃。只是一件撕破的马特“导弹”默塔球衣。
QuestLoc_PickedOffatSecond_QuestLongDescription	Maybe Coach is rummaging around the ruins of the old sports bar, Nick Nack Quarterback's. If he is, that Jersey's as good as ours!	也许蔻驰在旧的运动酒吧废墟里四处搜寻。如果他在“小摆设四分卫”那家店的话，棒球衫一定是我们的了！
QuestLoc_PickedOffatSecond_QuestName	Picked Off at Second!	第二次扑空！
QuestLoc_PickedOffatSecond_QuestObjective_1	Search for Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_PickedOffatSecond_QuestShortDescription	Find Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_PierIntoFuture_Answer01_NPC01	Ugh, yeah. Been out here for a while. If you go that way, look out for the monsters.	呃，是啊。我已经在这里呆了一段时间了。如果你往那边走，小心怪物。
QuestLoc_PierIntoFuture_Answer01_NPC02	Ok ok! Cool your jets. Just trying to get by. Good luck, friend.	好好！冷静点。我只是想活下去。祝你好运，朋友。
QuestLoc_PierIntoFuture_Answer01_PC01	What are you doing out here? You ok?	你在这里做什么？你还好吗？
QuestLoc_PierIntoFuture_Answer02_NPC01	Heh. Sure. Perfect.	当然！没问题！
QuestLoc_PierIntoFuture_Answer02_PC01	Sure. The more the merrier. But you're carrying the loot.	当然。人多力量大，但你要负责背战利品。
QuestLoc_PierIntoFuture_Answer02_PC02	Are we? Keep your hands where I can see them.	是么？把手放在我能看到的地方。
QuestLoc_PierIntoFuture_Conversation01_NPC01	AH! Oh you startled me. Hey there don't shoot!	啊！吓我一跳。嘿，别开枪！
QuestLoc_PierIntoFuture_Conversation01_NPC02	We're all friendly friends here, ok?	我们都没有敌意！
QuestLoc_PierIntoFuture_Conversation02_NPC00	Woah! You took that thing out like it was nothing!	哇！你把那东西干掉了，太厉害了！
QuestLoc_PierIntoFuture_Conversation02_NPC01	My name's Lucy! I'm just getting my bearings out here...	我叫露西！我刚到这里……
QuestLoc_PierIntoFuture_Conversation02_NPC02	I could probably use a guide, if I'm honest. Mind if I tag along?	说实话，我可能需要一个向导。我可以跟着你吗？
QuestLoc_PierIntoFuture_Initial1	Hssssthkkk!	嘶嘶咔！
QuestLoc_PierIntoFuture_QuestLongDescription	Woah! What's that? This festive waterfront has suffered a ruinous fate in some kind of ill-founded fracas! Get in there and dig around, who knows what you'll find!?	哇哦！这是什么？这个曾经热闹的海滨现在变成了废墟，好像发生了什么可怕的事！进去看看吧，说不定能找到点好东西！
QuestLoc_PierIntoFuture_QuestName	A Pier Into The Future	通向未来的码头
QuestLoc_PierIntoFuture_QuestObjective	Investigate the old pier.	调查旧码头。
QuestLoc_PierIntoFuture_QuestShortDescription	Investigate the old pier.	调查旧码头。
QuestLoc_PitStop_QuestLongDescription	Opportunity knocks! One of your Wasteland explorers has discovered a Red Rocket fuel station that looks uninhabited. There might be something useful inside.	机会来敲门！你的一位废土勇士发现了一个尚未被占领的红火箭服务站。里面可能有些有用的东西。
QuestLoc_PitStop_QuestName	Pit Stop	加油站
QuestLoc_PitStop_QuestObjective_1	Investigate the Red Rocket Truck Stop.	调查红火箭服务站。
QuestLoc_PitStop_QuestShortDescription	Search the Red Rocket Truck Stop for supplies.	搜索红火箭服务站的物资。
QuestLoc_PittStop_Conversation01_NPC01	You're the ones causing all the racket?	就是你们搞出这么大动静？
QuestLoc_PittStop_Conversation01_NPC02	Listen, we caught these workers fair and square. Go find your own.	听着，我们光明正大地抓到了这些工人，去找你们自己的吧。
QuestLoc_PittStop_Conversation01_NPC03	Not yours either. Nah, we'll be keepin em, thanks!	也不属于你呀，哈哈，我们可不打算放人！
QuestLoc_PittStop_Conversation01_NPC04	You're passing through the wrong place. More fresh meat for the Pitt!	那你走错了地方！还给匹兹堡送来了更多鲜肉！
QuestLoc_PittStop_Conversation01_NPC05	What for?	为什么？
QuestLoc_PittStop_Conversation01_NPC06	Trade huh? Yeah. Maybe... Here. Take this and get out of here.	交易？嗯，也可以……拿上这个，快滚吧。
QuestLoc_PittStop_Conversation01_PC01	That's why we're here. Let those people go, they're not yours.	这就是我们来的原因。放了那些人，他们不属于你。
QuestLoc_PittStop_Conversation01_PC02	Hey, we're just passing through, no need to get rough. 	放轻松，我们只是路过，没必要动粗。
QuestLoc_PittStop_Conversation01_PC03	Fine, take your workers, but give us a sample of your gear to show our people.	好吧，你们可以留下工人，但给我们一些你们的装备作为样品，让我们的人看看。
QuestLoc_PittStop_Conversation01_PC04	Maybe we can set up a trade deal?	也许我们可以达成一个交易协议？
QuestLoc_PittStop_QuestLongDescription	A band of well-armed raiders attacked a caravan a few days back and made off with a number of settlers, we're assuming to use as slaves. We've got their last known co-ordinates and direction of travel, but no one was able to track them. We should send some good people out to track down and free the abductees, and eliminate these slavers. They're the last thing we need lurking around in our back yard.	几天前，一群全副武装的掠夺者袭击了一个商队，还带走了几名居民，估计是打算把他们当作奴隶。虽然知道他们最后出现的地点和移动方向，但没人能找到他们的行踪。我们得派些可靠的人去解救被绑架的居民，顺便消灭这些奴隶贩子。可不能再让这帮掠夺者在我们的地盘上欺行霸市。
QuestLoc_PittStop_QuestName	Pitt Stop	匹兹堡事件
QuestLoc_PittStop_QuestObjective	Find the band of slavers and free their captives.	找到奴隶贩子并解救俘虏。
QuestLoc_PittStop_QuestShortDescription	Rescue abducted settlers from the slavers.	从奴隶贩子手中解救被绑架的居民。
QuestLoc_PlayBall_Conversation_1_NPCStart_1	It's not here. And neither is Coach. So we keep looking!	不在这里。蔻驰也不在。继续寻找吧！
QuestLoc_PlayBall_QuestLongDescription	We found a Rackie Jobinson baseball card with a taunting note from Coach. Looks like he really does have the Jersey. But we'll never give up!	我们发现了蔻驰留下的罗基·杰宾森的棒球卡和嘲笑我们的信息。看起来棒球衫似乎真的在他手上。我们绝不会放弃的！
QuestLoc_PlayBall_QuestName	Play Ball!	开球！
QuestLoc_PlayBall_QuestObjective_1	Search for Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_PlayBall_QuestShortDescription	Keep the search alive!	坚持搜寻！
QuestLoc_PlayingCatchUp_Conversation_1_NPCEnd_1	Perhaps I've misjudged you. The Raiders you want are headed for the RobCo Building.	抱歉我不该认为你们是那样的人。你们要找的掠夺者去了罗伯科的办公楼。
QuestLoc_PlayingCatchUp_Conversation_1_NPCEnd_2	They went to the RobCo Building, but you'll never leave here alive!	他们去了罗伯科大楼，但你们绝不可能活着离开这里！
QuestLoc_PlayingCatchUp_Conversation_1_NPCEnd_3	They went to the RobCo Building, but you won't live to insult our kind ever again!	他们去了罗伯科大楼，但你们活不到再侮辱我们同类的那一天！
QuestLoc_PlayingCatchUp_Conversation_1_NPCEnd_4	If I told you they were at the RobCo Building, would you go away?	如果我告诉你他们在罗伯科大楼，你们能走开吗？
QuestLoc_PlayingCatchUp_Conversation_1_NPCStart_1	I'll tell you the same thing I told those Raiders. We don't want you here!	我告诉过那些掠夺者了，对你们也是一样的话，这里不欢迎你们！
QuestLoc_PlayingCatchUp_Conversation_1_Team_1	I don't want to fight. I'm just looking for Bottle & Cappy.	我不想打架，我只是想找到瓶瓶和盖盖。
QuestLoc_PlayingCatchUp_Conversation_1_Team_2	Tell me where they went or I'll kill you where you stand!	告诉我他们去哪儿了，不然我就让你死在原地！
QuestLoc_PlayingCatchUp_Conversation_1_Team_3	I'm here for Bottle & Cappy, not to bother a bunch of ugly Ghouls.	我来这里是为了找瓶瓶和盖盖的，并不想和一群丑陋的尸鬼打交道。
QuestLoc_PlayingCatchUp_Conversation_1_Team_4	Have you seen Bottle & Cappy?	你们有见过瓶瓶和盖盖吗？
QuestLoc_PlayingCatchUp_QuestLongDescription	The Raider Boss at Vault 177 boasted that they took Bottle & Cappy to the Poseidon Energy offices. I hope she was telling the truth.	177号避难所的掠夺者首领吹嘘他们把瓶瓶和盖盖带去了海神能源办公室。但愿她讲的是真话。
QuestLoc_PlayingCatchUp_QuestName	Playing Catch-Up	追踪游戏
QuestLoc_PlayingCatchUp_QuestObjective_1	Search Poseidon Energy's offices for any sign of Bottle & Cappy.	搜索海神能源办公室寻找关于瓶瓶和盖盖的线索。
QuestLoc_PlayingCatchUp_QuestShortDescription	Pursue Bottle & Cappy's kidnappers.	追踪瓶瓶和盖盖的绑匪。
QuestLoc_PlayingPolitics_Conversation_1_NPCStart_1	Aha! Here it is!	啊哈，在这儿呢！
QuestLoc_PlayingPolitics_Conversation_1_NPCStart_2	The official documentation Vault-Tec sent to the Mayor's office...	避难所科技的正式文件被送到了市长办公室……
QuestLoc_PlayingPolitics_Conversation_1_NPCStart_3	...with the location of Vault 525! And they did indeed have a G.E.C.K.!	位于525号避难所！他们真的有“伊甸园制造器”！
QuestLoc_PlayingPolitics_Conversation_1_NPCStart_4	Says here the entrance was hidden in the Red Rocket Headquarters!	这里说入口隐藏在红火箭总部里！
QuestLoc_PlayingPolitics_QuestLongDescription	According to a page from Paula Plumbkin's journal, Vault 525 really is Vaultopolis, but even she doesn't know where it is. But the Mayor's office may hold that information!	根据宝拉·普朗布金日志里所说的，525号避难所确实是个避难所大都会，但她也不知道在哪里。也许市长办公室里会有相关的信息。
QuestLoc_PlayingPolitics_QuestName	Playing Politics	政治游戏
QuestLoc_PlayingPolitics_QuestObjective_1	Search the Mayor's office for info on Vault 525's location.	前往市长办公室搜寻关于525号避难所具体位置的信息。
QuestLoc_PlayingPolitics_QuestShortDescription	We need to search the Mayor's office to find the location of Vault 525.	我们得去市长办公室找找关于525号避难所的信息。
QuestLoc_PostApocolypticWorldProblems_Conversation_1_NPCEnd_1	Fine, fine. I'll find it myself. Kids these days!	行行行，我自己找。现在的小孩真是不得了！
QuestLoc_PostApocolypticWorldProblems_Conversation_1_NPCEnd_2	And I thought employees were supposed to be helpful. I'll be writing your manager a letter!	雇员难道不是应该提供帮助的吗？我会给你们的经理写封信！
QuestLoc_PostApocolypticWorldProblems_Conversation_1_NPCEnd_3	Never kid a kidder! I know they're here. I'll find them one way or another.	别跟行家过招！我知道他们在这儿，总会有办法找到的。
QuestLoc_PostApocolypticWorldProblems_Conversation_1_NPCStart_1	Excuse me, can you tell me where to find the prunes?	不好意思打扰了，你能告诉我哪里能找到西梅吗？
QuestLoc_PostApocolypticWorldProblems_Conversation_1_NPCStart_2	I feel like I've been up and down the aisles a thousand times.	我觉得自己好像在这些过道里来回走了上千遍了。
QuestLoc_PostApocolypticWorldProblems_Conversation_1_Team_1	Sorry, I don't work here.	抱歉，我不在这里工作。
QuestLoc_PostApocolypticWorldProblems_Conversation_1_Team_2	I don't think you're going to find those here...	这里好像没有那个……
QuestLoc_PostApocolypticWorldProblems_Conversation_1_Team_3	Sorry, we stopped carrying those a couple hundred years ago.	抱歉，我们几百年前就不卖这个了。
QuestLoc_PostApocolypticWorldProblems_QuestLongDescription	One of your Dwellers stumbled across a Super Duper Mart while out in the Wasteland. Perhaps you'll find something useful inside...	一位居民在废土探险时发现了一处大无敌超市。也许应该进去看看有没有什么有用的东西……
QuestLoc_PostApocolypticWorldProblems_QuestName	Post-Apocalyptic World Problems	末世问题
QuestLoc_PostApocolypticWorldProblems_QuestObjective_1	Explore the Super-Duper Mart.	探索大无敌超市。
QuestLoc_PostApocolypticWorldProblems_QuestShortDescription	You've found a Super-Duper Mart while out exploring!	探险时发现一个大无敌超市！
QuestLoc_PoweredUp_Conversation_1_NPCStart_1	Don't shoot! I'm not like those other Ghouls!	别开枪！我和其它的尸鬼不一样！
QuestLoc_PoweredUp_Conversation_1_NPCStart_2	Looking for Paula Plumbkin? She was here all right.	在找宝拉·普朗布金是吗？她的确来过这里。
QuestLoc_PoweredUp_Conversation_1_NPCStart_3	Paula thought this place might be Vaultopolis. Obviously not.	宝拉以为这地方可能是避难所之城。显然并不是。
QuestLoc_PoweredUp_Conversation_1_NPCStart_4	She headed to Vault 813. If you're following her, this might help!	她去了813号避难所。如果你们在找她，这个可能会有帮助！
QuestLoc_PoweredUp_QuestLongDescription	The Radscorpion's creepy keeper said Paula Plumbkin went to the nuclear power plant, so that's where we'll look for her.	辐射蝎的诡异饲养者说宝拉·普朗布金去了核电站，我们决定去那里找她。
QuestLoc_PoweredUp_QuestName	Powered Up!	充电之旅！
QuestLoc_PoweredUp_QuestObjective_1	Search the nuclear power plant for Paula Plumbkin.	前往核电站寻找宝拉·普朗布金。
QuestLoc_PoweredUp_QuestShortDescription	Search the nuclear power plant for Paula Plumbkin.	前往核电站寻找宝拉·普朗布金。
QuestLoc_PowertothePeople_Conversation_1_NPCStart_1	Please help!	救命！
QuestLoc_PowertothePeople_Conversation_1_NPCStart_2	The Raiders said they wanted to free us from our life of servitude. Then they opened fire!	掠夺者说要将我们从奴役的生活中拯救出来。然后就开火了！
QuestLoc_PowertothePeople_Conversation_1_NPCStart_3	Their definition of freedom leaves something to be desired...	他们对自由的定义是不是有点奇怪……
QuestLoc_PowertothePeople_Conversation_2_NPCEnd_1	It ends all right! For you!	是会结束！不过是对你们而言！
QuestLoc_PowertothePeople_Conversation_2_NPCEnd_2	My most gracious thanks. I'll keep that in mind as I eviscerate you.	我最衷心的感谢。等我把你扒皮的时候我会牢牢记住这些话的，
QuestLoc_PowertothePeople_Conversation_2_NPCEnd_3	Killing you IS my job!	杀了你就是我的工作。
QuestLoc_PowertothePeople_Conversation_2_NPCEnd_4	What? Huh? Seriously? Ugh. FINE. The Overseer's that way. Killjoy.	什么？哈？你是认真的？呃，好吧。监督者在那边。真扫兴。
QuestLoc_PowertothePeople_Conversation_2_NPCStart_1	Lookie here. More Dwellers, need rescuing from their nightmare of endless labor.	快来看。有更多的居民需要我们把他们从噩梦般无止境的劳动中拯救出来。
QuestLoc_PowertothePeople_Conversation_2_NPCStart_2	Rubarb was right - the working conditions in these Vaults is utterly deplorable!	鲁巴布说的对——这些避难所里的工作条件简直惨无人道！
QuestLoc_PowertothePeople_Conversation_2_NPCStart_3	Don't worry. We'll end your eternal suffering. It's the least we can do.	不要慌张。我们将永久终结你们的痛苦。这是我们能做的最起码的事。
QuestLoc_PowertothePeople_Conversation_2_Team_1	Pfft! Please. Rescuing? This is nothing but Raiders raiding. And it ends here!	呸！拜托。拯救？你们这就是掠夺者赤裸裸的抢劫，一切到此为止！
QuestLoc_PowertothePeople_Conversation_2_Team_2	You know, for a Raider, your vocabulary is exemplary.	你知道吗，作为一个掠夺者，你的措辞还挺典范的。
QuestLoc_PowertothePeople_Conversation_2_Team_3	Get a job, you bum!	拜托找个工作吧，你这个无业游民！
QuestLoc_PowertothePeople_Conversation_2_Team_4	If I asked you to just chill out and not attack us... would you?	如果我让你冷静点，不要攻击我们……你会同意吗？
QuestLoc_PowertothePeople_Conversation_3_NPCStart_1	Phew! Close one!	嘘，好惊险！
QuestLoc_PowertothePeople_Conversation_3_Team_1	All in a day's work!	小菜一碟！
QuestLoc_PowertothePeople_QuestLongDescription	A disgruntled Dweller named Rubarb has joined the Raiders and wants to liberate some local Vaults... with violence! Overseer Mogabe needs your help!	一个叫鲁巴布的居民牢骚满腹，他加入了掠夺者的队伍，想要……用暴力“解放”当地的避难所！监督者莫加比需要你的帮助！
QuestLoc_PowertothePeople_QuestName	Power to the People?	赋予人民力量？
QuestLoc_PowertothePeople_QuestObjective_1	Rescue Overseer Mogabe.	拯救监督者莫加比。
QuestLoc_PowertothePeople_QuestShortDescription	Rescue Overseer Mogabe from Rubarb's Raiders.	从鲁巴布的掠夺者手中救出监督者莫加比。
QuestLoc_QueenoftheDeathclaws_Conversation_1_NPCStart_1	I raised that Deathclaw from a hatchling. You'll pay for this!	那只死爪是我从小养大的。你们会为你们的行为付出代价！
QuestLoc_QueenoftheDeathclaws_QuestLongDescription	A Raider calling herself the Queen of the Deathclaws has been terrorizing the Wasteland!	一名自称为“死爪女王”的掠夺者在废土上行凶作恶！
QuestLoc_QueenoftheDeathclaws_QuestName	Queen of the Deathclaws!	死爪女王！
QuestLoc_QueenoftheDeathclaws_QuestObjective_1	Kill the Queen of the Deathclaws.	杀死死爪女王。
QuestLoc_QueenoftheDeathclaws_QuestObjective_2	Kill the Queen's Alpha Deathclaw.	杀死女王的领头死爪。
QuestLoc_QueenoftheDeathclaws_QuestShortDescription	Defeat an Alpha Deathclaw and the Raider controlling it.	打败领头死爪和控制它的掠夺者。
QuestLoc_QueenoftheDeathclaws_RaiderLine_1	You think you can take us!? Our boss has her own Deathclaw bodyguard!	你们以为能拿下我们？！我们老大可是有死爪给她做保镖！
QuestLoc_RadiationLeak_Conversation_1_NPCEnd_1	Here you are, then.	那就给你们吧。
QuestLoc_RadiationLeak_Conversation_1_NPCEnd_2	The Vault armory had a few items left. Here.	避难所的军械库里还剩了些东西。来，给你们。
QuestLoc_RadiationLeak_Conversation_1_NPCEnd_3	We won't be needing them, anyway. Here you go.	我们不太会用得上。给你们吧。
QuestLoc_RadiationLeak_Conversation_1_NPCStart_1	Wait! We're not Feral! We're friendly!	等等！我们不是狂尸鬼！我们很友好！
QuestLoc_RadiationLeak_Conversation_1_NPCStart_2	The radiation changed all of us, but we still have our sanity. The others had us trapped here.	辐射让我们都变异了，但我们神志还算清醒。那些失心疯的人把我们困在了这里。
QuestLoc_RadiationLeak_Conversation_1_NPCStart_3	Thank you for freeing us. How can we repay you?	谢谢你们救了我们。我们该怎么报答你们呢？
QuestLoc_RadiationLeak_Conversation_1_Team_1	We'll take our payment in Caps.	如果你们有瓶盖的话，我们愿意接受。
